Titolo,Minuti,Lingue,Note,Copie,Proprietario,Giocatori,BGG_ID,Bgg_Link,Bgg_XML,BGG_Image,BGG_Thumb,SEARCH_BGG_IMAGE,SEARCH_BGG_THUMB,Barcode
Pocket Mars,15-30,,,1,,"1, 2, 3, 4",223779,https://boardgamegeek.com/boardgame/223779/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=223779,https://cf.geekdo-images.com/3lvu7MsJsj_9dZ4AKQZemg__original/img/ADNyCztiyEEX0Kc2O_LnkEW5yb4=/0x0/filters:format(png)/pic3882123.png,https://cf.geekdo-images.com/3lvu7MsJsj_9dZ4AKQZemg__thumb/img/i4bWn3QQP-K3zpvuYwfg1X5AaO0=/fit-in/200x150/filters:strip_icc()/pic3882123.png,,,DD387
Pot de vin,30,,,1,,"3, 4, 5, 6",232078,https://boardgamegeek.com/boardgame/232078/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=232078,https://cf.geekdo-images.com/wzMdXFLuax6Ia3Eu7J9qGg__original/img/H76TJvy9jAl2R3szM5eNFLkAex4=/0x0/filters:format(png)/pic3677284.png,https://cf.geekdo-images.com/wzMdXFLuax6Ia3Eu7J9qGg__thumb/img/0bt9VSAyRgdUEfciQeiuhtqEeJI=/fit-in/200x150/filters:strip_icc()/pic3677284.png,,,DD376
Potion (The),10,,,1,,"3, 4, 5, 6, 7",250539,https://boardgamegeek.com/boardgame/250539/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=250539,https://cf.geekdo-images.com/P8s-tpiM0wnqxttnAz5fQA__original/img/7-d5dps0cmSR5oj4qV4qxtuUws0=/0x0/filters:format(png)/pic4084242.png,https://cf.geekdo-images.com/P8s-tpiM0wnqxttnAz5fQA__thumb/img/H5XDlTYoK6eBFHGIYIIeoGWtgKY=/fit-in/200x150/filters:strip_icc()/pic4084242.png,,,
Pozioni esplosive,45,,,1,,"2, 3, 2004",180974,https://boardgamegeek.com/boardgame/180974/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=180974,https://cf.geekdo-images.com/vwjYMFporFhvAU48k73MIw__original/img/6sAfG89R42SJRv2wjiItRTMmcoQ=/0x0/filters:format(jpeg)/pic7298696.jpg,https://cf.geekdo-images.com/vwjYMFporFhvAU48k73MIw__thumb/img/uNBrY-gqZLq7aiv1E_pDsc3vmyE=/fit-in/200x150/filters:strip_icc()/pic7298696.jpg,,,DD238
Predoni di Scizia,60,,,1,,"1, 2, 3, 4",301880,https://boardgamegeek.com/boardgame/301880/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=301880,https://cf.geekdo-images.com/07MRsX6Tv5elGdefTOQxsQ__original/img/rkl_5cLb9YtPkJDkzbVnflUNX3c=/0x0/filters:format(png)/pic5235769.png,https://cf.geekdo-images.com/07MRsX6Tv5elGdefTOQxsQ__thumb/img/3iAtZSZA55jzXOgLP-nnRF3wAnc=/fit-in/200x150/filters:strip_icc()/pic5235769.png,,,DD236
Puerto Rico,90-150,,,1,,"2, 3, 4, 5",3076,https://boardgamegeek.com/boardgame/3076/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=3076,https://cf.geekdo-images.com/QFiIRd2kimaMqTyWsX0aUg__original/img/DOgIp57F7tKZvxeITGAd3e_Q9as=/0x0/filters:format(jpeg)/pic158548.jpg,https://cf.geekdo-images.com/QFiIRd2kimaMqTyWsX0aUg__thumb/img/5fLo89ChZH6Wzukk36bhZ-EpBS0=/fit-in/200x150/filters:strip_icc()/pic158548.jpg,,,DD239
Quadropolis,30-60,,,1,Osiride,"2, 3, 4",176396,https://boardgamegeek.com/boardgame/176396/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=176396,https://cf.geekdo-images.com/y7kVtuCs6EfItCGUloqBAA__original/img/vRPabR3wug71QB2mHCx-0BnairI=/0x0/filters:format(jpeg)/pic2840020.jpg,https://cf.geekdo-images.com/y7kVtuCs6EfItCGUloqBAA__thumb/img/SGHJzA_0kYlRzeWTi5s_4JB_EPY=/fit-in/200x150/filters:strip_icc()/pic2840020.jpg,,,DD237
Quarto!,-,,,1,,2,681,https://boardgamegeek.com/boardgame/681/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=681,https://cf.geekdo-images.com/e7eP58UJVDA1wC5pWjCPqg__original/img/dzB-D9RT7RUE_nTCZ8qVyAFB5Sw=/0x0/filters:format(jpeg)/pic3488229.jpg,https://cf.geekdo-images.com/e7eP58UJVDA1wC5pWjCPqg__thumb/img/cC_DGL1tsiIpjuR_IXnQzqSBeAI=/fit-in/200x150/filters:strip_icc()/pic3488229.jpg,,,DD234
Quirky Circuits,15-30,,,1,,"2, 3, 2004",274093,https://boardgamegeek.com/boardgame/274093/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=274093,https://cf.geekdo-images.com/aNabLAdJAW0ot6hojnC9rw__original/img/9qCVfCkEhrTXcKOS_u3HJPO7KJo=/0x0/filters:format(jpeg)/pic4602889.jpg,https://cf.geekdo-images.com/aNabLAdJAW0ot6hojnC9rw__thumb/img/TV8pBvFqB-Y1rPL91CHISW1hgFo=/fit-in/200x150/filters:strip_icc()/pic4602889.jpg,,,DD230
Race for the galaxy,30-60,,,2,,"2, 3, 4",28143,https://boardgamegeek.com/boardgame/28143/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=28143,https://cf.geekdo-images.com/-DOqixs8uwKUvvWPKI4f9w__original/img/Vh-DCkTPa8OU45LaJdUywwhiYqE=/0x0/filters:format(jpeg)/pic5261714.jpg,https://cf.geekdo-images.com/-DOqixs8uwKUvvWPKI4f9w__thumb/img/xLs-ldTPwaADbvzkOpF0sgWzwck=/fit-in/200x150/filters:strip_icc()/pic5261714.jpg,,,DD233
Raiders of the North Sea,60-80,,,1,,"2, 3, 4",170042,https://boardgamegeek.com/boardgame/170042/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=170042,https://cf.geekdo-images.com/hXdfAhgZ8OeyWLunt36wlw__original/img/f5wjooKB2dGPBlBzws5cDsuuJ-k=/0x0/filters:format(jpeg)/pic3578101.jpg,https://cf.geekdo-images.com/hXdfAhgZ8OeyWLunt36wlw__thumb/img/vh7ttK5C_kKf5YZNYOY4vfsgXHU=/fit-in/200x150/filters:strip_icc()/pic3578101.jpg,,,DD229
Reef,30-45,,,1,,"2, 3, 4",244228,https://boardgamegeek.com/boardgame/244228/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=244228,https://cf.geekdo-images.com/I3BgmkjP3g6cRQ4cejoHrg__original/img/m0FXYQ2cNByp2YXLSK632rcH1_Q=/0x0/filters:format(png)/pic5376430.png,https://cf.geekdo-images.com/I3BgmkjP3g6cRQ4cejoHrg__thumb/img/JDWcuLadW0pHSAh7fybzRRXNZZ8=/fit-in/200x150/filters:strip_icc()/pic5376430.png,,,DD244
Rise,90,,,1,,"2, 3, 2004",369282,https://boardgamegeek.com/boardgame/369282/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=369282,https://cf.geekdo-images.com/FUugP5h7HioTf-w33Xvl3w__original/img/3SMBvhvfGl6j0sM7_9yPzUVT09U=/0x0/filters:format(jpeg)/pic7042097.jpg,https://cf.geekdo-images.com/FUugP5h7HioTf-w33Xvl3w__thumb/img/lACaDBEqp4OJHbd9egnKhWMQJog=/fit-in/200x150/filters:strip_icc()/pic7042097.jpg,,,DD242
Risiko Junior,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,
Rising Sun,90-120,,,1,,"3, 4, 5",205896,https://boardgamegeek.com/boardgame/205896/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=205896,https://cf.geekdo-images.com/iwevA6XmiNLHn1QnGUucqw__original/img/pKJ1XyLN4hvHim5eRj2VJHijv1E=/0x0/filters:format(jpeg)/pic3880340.jpg,https://cf.geekdo-images.com/iwevA6XmiNLHn1QnGUucqw__thumb/img/UNKv6MWzJUAwhhP7-ng6HoinRa8=/fit-in/200x150/filters:strip_icc()/pic3880340.jpg,,,DD247
Rising Sun - Dynasty Invasion (Espansione),-,,Espansione,1,,-,223782,https://boardgamegeek.com/boardgame/223782/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=223782,https://cf.geekdo-images.com/xbRVxy84XgcrStfVPiTLFw__original/img/qtZKhzLf2E8uh0QDsItpbYUy3YA=/0x0/filters:format(jpeg)/pic4901031.jpg,https://cf.geekdo-images.com/xbRVxy84XgcrStfVPiTLFw__thumb/img/TimvoifIM9rQmZG93_Uo5nCs4q4=/fit-in/200x150/filters:strip_icc()/pic4901031.jpg,,,
Rising Sun - Kami Unbound (Espansione),-,,Espansione,1,,-,224479,https://boardgamegeek.com/boardgame/224479/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=224479,https://cf.geekdo-images.com/E4da2MPu43v7jXHUewa4QA__original/img/XZPSKJljPhZT1RPXxB13JBs54SE=/0x0/filters:format(jpeg)/pic3986896.jpg,https://cf.geekdo-images.com/E4da2MPu43v7jXHUewa4QA__thumb/img/3zfPAi0vVto33qH1xIpZFyexvxQ=/fit-in/200x150/filters:strip_icc()/pic3986896.jpg,,,
